order_item_id,order_id,product_name,quantity,price_per_unit
108,36,Mouse,1,81.41
109,36,Mouse,3,31.12
110,37,Laptop,1,42.29
111,37,Charger,3,70.92
112,37,Smartphone,5,12.88
113,37,Headphones,3,48.76
114,37,Tablet,1,60.58
115,38,Charger,3,80.64
116,38,Laptop,5,34.07
117,38,Smartphone,5,64.39
118,38,Headphones,1,93.4
119,39,Mouse,1,97.72
120,39,Headphones,5,13.78
121,39,Headphones,2,66.69
122,39,Tablet,3,24.13
123,40,Mouse,5,54.86
124,40,Headphones,2,68.24
125,40,Smartwatch,2,21.07
126,41,Mouse,4,79.23
127,41,Laptop,2,85.13
128,42,Smartwatch,3,55.45
129,42,Headphones,3,43.52
130,42,Keyboard,3,66.65
131,42,Tablet,2,77.79
132,43,Keyboard,2,22.42
133,43,Keyboard,4,92.62
134,43,Mouse,5,81.51
135,43,Smartwatch,1,49.83
136,43,Laptop,5,94.93
137,44,Smartwatch,3,46.15
138,45,Keyboard,1,45.39
139,45,Laptop,2,91.23
140,46,Monitor,3,47.74
141,47,Charger,3,91.83
142,47,Laptop,3,91.02
143,47,Smartphone,4,50.16
144,47,Tablet,5,66.19
145,47,Mouse,3,89.89
146,48,Tablet,3,17.59
147,48,Monitor,3,45.1
148,48,Smartphone,5,99.27
149,48,Charger,2,18.35
150,49,Charger,5,40.66
151,49,Smartphone,1,12.51
152,49,Monitor,5,33.28
153,49,Charger,4,98.83
154,49,Headphones,1,85.74
155,50,Monitor,3,21.14
156,50,Headphones,4,36.82
157,50,Laptop,4,40.51
158,51,Monitor,5,31.05
159,51,Charger,3,70.02
160,52,Smartphone,4,56.77
161,52,Tablet,1,39.51
162,52,Tablet,3,50.89
163,52,Smartphone,4,84.56
164,52,Headphones,1,15.6
165,53,Mouse,2,50.15
166,53,Smartwatch,5,46.25
167,54,Monitor,4,88.48
168,54,Mouse,4,99.69
169,54,Mouse,4,84.14
170,54,Smartphone,5,21.44
171,54,Mouse,2,97.12
172,55,Monitor,1,72.5
173,55,Mouse,4,12.93
174,55,Smartphone,5,43.24
175,55,Headphones,5,86.71
176,55,Headphones,1,43.26
177,56,Laptop,5,23.8
178,56,Smartwatch,3,99.19
179,56,Charger,3,53.73
180,57,Smartphone,5,47.96
181,57,Charger,3,29.4
182,58,Laptop,1,59.28
183,58,Headphones,1,47.58
184,58,Charger,5,50.71
185,58,Smartwatch,4,52.77
186,59,Smartphone,2,55.43
187,59,Mouse,4,70.05
188,59,Smartphone,3,18.04
189,59,Keyboard,4,30.95
190,59,Keyboard,3,58.69
191,60,Charger,1,87.94
192,60,Laptop,5,66.71
193,60,Charger,5,68.06
194,60,Monitor,1,27.32
195,61,Monitor,5,78.19
196,61,Monitor,2,77.55
197,61,Monitor,1,20.83
198,61,Monitor,2,96.61
199,61,Charger,2,32.08
200,62,Mouse,1,82.62
201,62,Smartwatch,4,63.0
202,62,Mouse,1,40.6
203,62,Smartphone,4,12.17
204,62,Monitor,3,44.38
205,63,Headphones,1,58.76
206,64,Smartphone,2,33.0
207,64,Headphones,2,37.61
208,64,Keyboard,2,15.3
209,65,Smartphone,1,74.2
210,65,Charger,4,18.89
211,65,Smartphone,4,90.37
212,66,Keyboard,1,14.67
213,66,Tablet,5,62.74
214,66,Mouse,5,77.72
215,67,Headphones,3,15.46
216,67,Mouse,5,46.64
217,67,Mouse,1,46.67
218,67,Tablet,1,34.22
219,68,Headphones,2,78.67
220,68,Smartphone,3,61.14
221,68,Mouse,1,86.17
222,68,Monitor,2,80.46
223,68,Smartphone,3,58.64
224,69,Tablet,5,95.74
225,69,Monitor,4,13.76
226,70,Charger,2,10.05
227,70,Mouse,3,63.81
228,70,Keyboard,3,85.82
229,70,Tablet,5,85.66
230,71,Laptop,2,76.53
231,71,Headphones,3,18.07
232,71,Headphones,2,75.26
233,72,Keyboard,2,64.94
234,72,Smartwatch,3,67.17
235,72,Mouse,3,32.13
236,73,Smartwatch,2,51.38
237,73,Smartwatch,1,92.26
238,73,Smartphone,1,64.79
239,74,Laptop,2,47.18
240,75,Keyboard,5,17.3
241,75,Headphones,5,12.79
242,75,Mouse,1,41.77
243,75,Keyboard,5,42.22
244,76,Laptop,1,51.64
245,76,Tablet,4,10.84
246,77,Charger,3,27.24
247,78,Charger,2,31.08
248,78,Mouse,3,13.31
249,78,Mouse,5,28.82
250,78,Tablet,4,19.99
251,78,Charger,5,55.03
252,79,Monitor,2,69.39
253,79,Smartphone,1,62.93
254,80,Smartphone,3,94.02
255,81,Monitor,3,27.27
256,81,Laptop,5,65.3
257,82,Mouse,1,94.41
258,82,Laptop,3,48.93
259,82,Keyboard,3,20.95
260,82,Monitor,4,54.6
261,82,Monitor,1,89.54
262,83,Laptop,3,92.66
263,83,Monitor,4,38.46
264,84,Tablet,3,17.36
265,84,Laptop,2,98.03
266,84,Keyboard,1,92.53
267,84,Tablet,2,39.63
268,85,Headphones,1,53.2
269,86,Smartwatch,3,32.24
270,87,Tablet,3,84.93
271,87,Smartwatch,5,81.47
272,87,Headphones,5,65.76
273,87,Headphones,4,62.1
274,88,Laptop,1,43.97
275,89,Smartphone,1,92.72
276,90,Laptop,3,64.97
277,90,Keyboard,1,19.16
278,90,Laptop,5,14.7
279,90,Keyboard,4,18.62
280,91,Tablet,5,80.87
281,91,Laptop,4,44.55
282,91,Keyboard,5,65.73
283,91,Smartwatch,1,50.87
284,92,Tablet,1,19.24
285,92,Headphones,5,81.05
286,92,Tablet,5,21.34
287,93,Charger,3,47.89
288,93,Mouse,2,31.88
289,93,Laptop,1,21.49
290,93,Keyboard,5,96.38
291,93,Smartwatch,3,62.53
292,94,Smartphone,2,52.26
293,94,Smartwatch,3,43.19
294,94,Laptop,5,62.78
295,94,Smartphone,1,31.36
296,94,Monitor,1,47.99
297,95,Tablet,2,80.67
298,95,Smartwatch,2,70.11
299,96,Smartwatch,5,60.95
300,96,Smartwatch,5,36.97
301,96,Smartwatch,2,19.44
302,96,Laptop,4,29.75
303,97,Tablet,2,51.99
304,98,Tablet,4,76.11
305,98,Smartwatch,4,28.48
306,99,Laptop,3,10.89
307,99,Smartwatch,1,59.92
308,100,Charger,4,27.5
309,100,Smartwatch,1,97.78
310,101,Tablet,3,25.67
311,101,Charger,2,40.58
312,102,Tablet,2,27.64
313,102,Smartphone,3,91.96
314,102,Laptop,2,44.1
315,102,Headphones,3,94.25
316,102,Charger,4,31.61
317,103,Smartphone,5,97.94
318,103,Keyboard,1,20.66
319,103,Smartphone,2,27.25
320,104,Smartwatch,3,63.96
321,104,Tablet,1,78.68
322,104,Tablet,5,36.48
323,104,Smartphone,3,32.25
324,105,Smartphone,5,97.15
325,105,Mouse,2,75.46
326,105,Mouse,5,15.84
327,106,Keyboard,5,43.68
328,106,Monitor,4,26.11
329,106,Smartwatch,5,72.51
330,106,Mouse,4,34.15
331,106,Keyboard,5,68.48
332,107,Tablet,2,50.69
333,107,Tablet,4,29.67
334,108,Keyboard,5,24.15
335,108,Smartwatch,3,59.55
336,108,Smartphone,1,36.55
337,108,Monitor,3,30.72
338,109,Mouse,5,65.9
339,110,Mouse,4,48.93
340,110,Smartwatch,4,38.53
341,110,Keyboard,1,26.16
342,110,Tablet,3,68.08
343,111,Headphones,3,85.83
344,111,Monitor,5,67.93
345,111,Charger,2,18.86
346,112,Smartwatch,1,59.14
347,113,Tablet,3,32.5
348,113,Charger,2,73.51
349,113,Smartphone,5,92.11
350,114,Charger,3,84.01
351,115,Keyboard,5,78.2
352,115,Laptop,4,68.87
353,115,Smartphone,4,30.48
354,115,Tablet,4,31.04
355,116,Monitor,4,75.03
356,116,Mouse,3,81.27
357,116,Smartwatch,2,48.59
358,116,Keyboard,2,49.48
359,116,Monitor,1,43.72
360,117,Smartphone,3,94.9
361,117,Laptop,4,82.94
362,117,Smartwatch,3,30.29
363,117,Keyboard,4,78.66
364,117,Monitor,3,39.35
365,118,Laptop,2,23.83
366,119,Keyboard,4,28.38
367,119,Keyboard,1,58.1
368,119,Tablet,4,19.78
369,120,Mouse,3,18.39
370,120,Headphones,5,25.99
371,120,Mouse,1,26.8
372,120,Headphones,4,35.54
373,120,Tablet,3,69.36
374,121,Mouse,1,43.18
375,122,Smartphone,3,87.37
376,123,Keyboard,2,99.06
377,123,Smartphone,5,47.66
378,123,Headphones,4,95.96
379,123,Tablet,2,88.34
380,124,Keyboard,4,24.29
381,124,Charger,5,28.27
382,124,Mouse,3,28.15
383,125,Mouse,1,84.21
384,125,Tablet,5,39.6
385,126,Mouse,4,51.64
386,126,Laptop,1,35.91
387,126,Mouse,3,73.03
388,126,Charger,4,65.17
389,126,Smartphone,4,32.42
390,127,Keyboard,4,44.62
391,127,Smartphone,5,18.6
392,127,Laptop,2,89.7
393,127,Smartphone,3,89.43
394,127,Monitor,3,70.0
395,128,Tablet,4,47.02
396,129,Headphones,3,16.89
397,129,Headphones,5,78.99
398,129,Smartwatch,4,50.58
399,129,Charger,2,55.55
400,129,Mouse,1,16.59
401,130,Keyboard,3,77.14
402,130,Tablet,4,13.4
403,130,Charger,1,73.82
404,130,Smartphone,3,70.33
405,131,Mouse,4,16.14
406,131,Monitor,2,74.22
407,131,Mouse,2,52.37
408,131,Charger,2,25.35
409,132,Headphones,2,36.47
410,133,Keyboard,2,16.98
411,133,Laptop,3,23.81
412,133,Smartwatch,2,29.5
413,133,Laptop,5,29.45
414,133,Laptop,5,67.69
415,134,Keyboard,3,49.96
416,135,Laptop,1,79.52
417,135,Tablet,2,43.72
418,135,Tablet,2,18.22
419,135,Keyboard,1,99.04
420,135,Smartwatch,2,71.2
421,136,Tablet,1,81.72
422,137,Smartphone,1,47.41
423,137,Headphones,3,39.04
424,138,Tablet,5,45.56
425,138,Keyboard,1,30.92
426,139,Smartwatch,3,25.63
427,140,Smartwatch,1,45.03
428,140,Mouse,2,15.94
429,140,Charger,5,43.21
430,140,Headphones,2,47.0
431,141,Mouse,1,74.13
432,141,Smartphone,3,96.31
433,141,Smartwatch,4,71.01
434,141,Smartphone,3,25.78
435,141,Smartwatch,4,16.08
436,142,Mouse,4,55.99
437,143,Monitor,5,73.42
438,143,Laptop,2,11.91
439,144,Charger,2,76.41
440,145,Headphones,1,22.38
441,145,Mouse,3,28.18
442,146,Tablet,1,31.43
443,146,Mouse,3,22.08
444,146,Smartwatch,1,56.88
445,146,Keyboard,3,77.55
446,147,Smartwatch,3,31.8
447,147,Monitor,1,91.6
448,148,Tablet,5,88.54
449,148,Monitor,3,26.52
450,149,Headphones,4,16.3
451,150,Laptop,2,94.44
452,150,Smartphone,1,25.63
453,151,Tablet,2,55.67
454,151,Keyboard,4,38.03
455,151,Tablet,2,48.16
456,151,Tablet,3,35.68
457,151,Mouse,2,34.47
458,152,Headphones,3,45.84
459,152,Smartphone,4,49.72
460,152,Monitor,5,76.14
461,152,Smartphone,4,11.78
462,153,Keyboard,1,78.3
463,153,Charger,5,58.35
464,153,Monitor,2,33.16
465,153,Mouse,3,50.82
466,154,Monitor,5,53.28
467,154,Smartwatch,2,74.34
468,154,Tablet,2,92.45
469,154,Laptop,1,87.55
470,155,Mouse,4,93.31
471,155,Keyboard,3,44.56
472,155,Charger,5,16.41
473,156,Headphones,4,93.89
474,157,Tablet,4,96.14
475,157,Smartwatch,5,73.82
476,158,Laptop,4,93.39
477,158,Tablet,2,53.0
478,158,Smartwatch,1,72.77
479,159,Charger,5,50.99
480,159,Smartphone,3,32.27
481,160,Smartphone,1,20.51
482,160,Headphones,4,45.79
483,160,Headphones,5,91.9
484,160,Keyboard,2,84.68
485,160,Charger,3,55.06
486,161,Keyboard,5,37.72
487,161,Keyboard,1,19.83
488,161,Smartwatch,2,34.21
489,161,Tablet,4,72.91
490,161,Laptop,2,83.48
491,162,Headphones,1,79.64
492,163,Monitor,4,68.91
493,163,Keyboard,2,25.88
494,163,Smartphone,2,27.82
495,163,Smartphone,5,95.36
496,164,Tablet,2,28.08
497,164,Smartphone,2,33.34
498,164,Keyboard,4,66.42
499,164,Headphones,2,17.18
500,165,Keyboard,1,34.91
501,166,Laptop,5,31.13
502,166,Mouse,1,10.86
503,166,Charger,1,69.88
504,167,Headphones,2,57.01
505,168,Keyboard,5,56.81
506,169,Mouse,4,78.12
507,169,Keyboard,3,43.37
508,169,Smartwatch,3,83.52
509,170,Keyboard,4,64.97
510,170,Smartwatch,3,82.56
511,170,Laptop,4,88.35
512,171,Smartphone,1,64.17
513,171,Monitor,3,95.6
514,171,Tablet,3,50.67
515,171,Mouse,5,47.18
516,172,Laptop,3,11.5
517,172,Smartwatch,1,97.26
518,173,Mouse,2,64.61
519,173,Keyboard,5,81.46
520,173,Smartwatch,4,94.52
521,174,Headphones,4,36.45
522,174,Tablet,2,88.29
523,174,Monitor,1,21.51
524,174,Headphones,3,84.91
525,175,Mouse,2,90.68
526,175,Headphones,4,69.64
527,175,Tablet,2,29.05
528,175,Headphones,1,49.14
529,175,Laptop,2,93.61
530,176,Keyboard,3,29.83
531,176,Charger,4,95.64
532,176,Headphones,2,93.05
533,177,Headphones,3,88.47
534,177,Headphones,3,43.93
535,177,Keyboard,5,96.96
536,177,Keyboard,2,30.12
537,178,Charger,1,20.02
538,179,Tablet,1,61.56
539,179,Smartphone,3,95.87
540,179,Laptop,3,15.57
541,180,Tablet,4,98.19
542,180,Smartwatch,3,81.78
543,180,Smartphone,5,69.74
544,180,Tablet,1,45.58
545,180,Monitor,4,38.43
546,181,Tablet,4,71.2
547,181,Smartphone,5,35.51
548,181,Laptop,5,38.81
549,182,Headphones,3,99.72
550,182,Mouse,2,54.55
551,182,Keyboard,1,98.3
552,182,Smartwatch,2,84.51
553,182,Tablet,2,73.04
554,183,Smartphone,4,75.47
555,184,Smartphone,1,59.31
556,184,Smartwatch,4,71.01
557,184,Smartwatch,4,45.2
558,185,Charger,3,72.67
559,185,Tablet,5,45.44
560,185,Smartphone,3,77.7
561,185,Laptop,3,51.18
562,185,Smartphone,5,22.38
563,186,Charger,2,28.88
564,186,Tablet,1,42.6
565,186,Headphones,2,43.89
566,186,Keyboard,2,93.34
567,187,Smartwatch,4,26.17
568,188,Headphones,5,68.51
569,189,Keyboard,2,66.43
570,189,Keyboard,2,13.06
571,189,Tablet,4,53.98
572,189,Smartphone,4,79.83
573,189,Headphones,4,87.84
574,190,Charger,4,43.06
575,190,Headphones,1,17.44
576,190,Mouse,5,30.24
577,190,Mouse,3,72.44
578,191,Smartphone,4,53.58
579,192,Charger,5,21.27
580,192,Smartwatch,1,74.24
581,192,Monitor,2,46.48
582,192,Laptop,4,60.05
583,193,Monitor,4,15.75
584,193,Monitor,1,77.82
585,193,Tablet,1,26.26
586,193,Smartphone,1,59.92
587,193,Smartwatch,1,13.52
588,194,Tablet,2,17.9
589,194,Charger,1,17.61
590,194,Headphones,5,36.87
591,194,Monitor,2,48.07
592,194,Laptop,2,37.05
593,195,Charger,5,50.04
594,195,Mouse,3,57.04
595,195,Smartwatch,5,58.44
596,195,Tablet,1,69.64
597,195,Laptop,2,13.31
598,196,Charger,2,96.17
599,196,Monitor,2,63.26
600,197,Smartphone,5,47.98
601,197,Monitor,3,33.46
602,197,Smartphone,4,51.05
603,198,Keyboard,2,58.23
604,198,Headphones,3,99.58
605,198,Tablet,3,60.73
606,199,Smartphone,4,83.94
607,199,Smartwatch,4,44.1
608,199,Tablet,1,34.31
609,199,Monitor,1,71.56
610,199,Keyboard,1,39.64
611,200,Smartwatch,3,80.03
612,201,Tablet,3,10.89
613,201,Keyboard,2,44.08
614,202,Headphones,2,57.38
615,203,Mouse,1,57.61
616,203,Charger,5,34.39
617,203,Headphones,1,25.37
618,204,Smartphone,3,82.55
619,204,Monitor,5,63.52
620,204,Keyboard,4,63.31
621,204,Charger,1,71.8
622,205,Smartphone,2,44.09
623,205,Charger,1,92.66
624,206,Tablet,5,47.64
625,206,Mouse,2,49.51
626,206,Smartwatch,4,55.2
627,207,Keyboard,5,94.75
628,207,Tablet,3,67.21
629,207,Headphones,3,46.59
630,208,Headphones,1,16.9
631,208,Tablet,1,24.86
632,208,Laptop,1,76.91
633,209,Mouse,1,96.59
634,209,Keyboard,5,93.92
635,209,Smartphone,4,54.8
636,209,Monitor,1,46.49
637,209,Tablet,1,74.27
638,210,Smartwatch,2,99.48
639,210,Monitor,5,13.81
640,210,Mouse,2,70.71
641,210,Monitor,2,25.73
642,210,Smartwatch,2,56.23
643,211,Keyboard,4,44.12
644,212,Headphones,3,92.26
645,212,Tablet,5,86.57
646,212,Headphones,3,36.93
647,213,Charger,2,10.2
648,213,Keyboard,2,93.08
649,213,Monitor,1,94.19
650,214,Mouse,1,42.02
651,214,Mouse,3,36.85
652,214,Headphones,1,41.47
653,214,Smartphone,4,41.91
654,214,Headphones,4,54.28
655,215,Monitor,5,90.87
656,216,Headphones,4,10.62
657,216,Charger,2,52.36
658,216,Smartwatch,3,42.8
659,216,Smartphone,5,83.04
660,217,Mouse,4,24.57
661,218,Keyboard,1,42.33
662,218,Tablet,1,27.06
663,218,Laptop,2,45.51
664,219,Laptop,2,69.96
665,219,Mouse,3,20.69
666,219,Mouse,5,54.6
667,220,Smartwatch,4,55.17
668,220,Keyboard,2,19.88
669,221,Laptop,2,24.0
670,222,Laptop,2,14.68
671,222,Smartwatch,4,97.88
672,222,Laptop,4,53.22
673,222,Charger,4,17.44
674,222,Keyboard,2,65.59
675,223,Smartphone,2,35.3
676,223,Headphones,3,99.48
677,223,Tablet,4,27.86
678,223,Headphones,5,65.0
679,223,Tablet,5,66.6
680,224,Tablet,1,21.91
681,224,Laptop,3,99.14
682,225,Keyboard,1,65.48
683,225,Headphones,1,44.23
684,226,Charger,2,29.96
685,226,Keyboard,4,15.52
686,226,Keyboard,1,37.39
687,226,Charger,3,35.25
688,226,Smartwatch,4,32.23
689,227,Smartphone,1,10.05
690,228,Tablet,3,52.49
691,228,Headphones,4,26.64
692,228,Mouse,3,40.09
693,229,Headphones,1,71.47
694,230,Smartwatch,3,76.72
695,230,Smartwatch,5,57.6
696,231,Tablet,3,28.9
697,231,Keyboard,1,89.85
698,231,Smartphone,5,20.83
699,232,Tablet,2,73.42
700,232,Headphones,1,94.76
701,232,Smartwatch,3,75.28
702,232,Tablet,5,74.87
703,232,Laptop,2,27.25
704,233,Charger,5,97.76
705,233,Smartwatch,4,66.69
706,233,Headphones,4,16.09
707,233,Keyboard,5,93.82
708,233,Monitor,1,25.02
709,234,Smartphone,3,14.09
710,234,Laptop,2,76.66
711,234,Keyboard,4,71.62
712,235,Headphones,2,49.4
713,235,Monitor,4,60.62
714,235,Keyboard,4,64.65
715,235,Tablet,2,10.32
716,235,Tablet,5,72.7
717,236,Mouse,5,73.7
718,236,Monitor,3,37.31
719,236,Tablet,3,73.74
720,236,Monitor,1,25.4
721,236,Laptop,5,31.44
722,237,Smartphone,3,93.45
723,238,Laptop,2,99.06
724,238,Tablet,5,20.46
725,238,Smartwatch,5,97.5
726,239,Headphones,5,33.76
727,239,Smartphone,4,90.85
728,239,Charger,3,98.67
729,240,Smartwatch,2,75.74
730,241,Smartphone,3,97.44
731,241,Monitor,5,19.58
732,241,Keyboard,3,88.3
733,242,Monitor,2,83.52
734,242,Tablet,3,34.19
735,242,Keyboard,2,50.15
736,242,Keyboard,3,23.35
737,242,Mouse,1,54.64
738,243,Smartphone,2,27.0
739,243,Mouse,2,68.28
740,243,Laptop,3,24.66
741,243,Smartphone,4,71.86
742,244,Headphones,2,16.48
743,244,Tablet,4,91.82
744,245,Headphones,5,22.36
745,245,Laptop,5,18.98
746,245,Keyboard,1,19.9
747,245,Laptop,1,21.9
748,246,Charger,2,94.47
749,247,Laptop,1,96.19
750,247,Headphones,5,76.25
751,247,Smartwatch,1,28.21
752,247,Mouse,5,90.32
753,247,Smartphone,3,39.86
754,248,Tablet,1,58.92
755,248,Charger,5,21.08
756,249,Headphones,5,36.71
757,250,Keyboard,2,10.11
758,250,Tablet,1,30.4
759,250,Keyboard,2,41.8
760,250,Charger,2,92.95
761,250,Keyboard,1,54.26
762,251,Tablet,1,96.08
763,252,Smartwatch,1,65.41
764,252,Headphones,3,93.1
765,252,Headphones,1,64.41
766,253,Keyboard,5,40.14
767,253,Smartphone,4,23.52
768,254,Charger,3,88.79
769,254,Charger,4,69.56
770,254,Charger,1,81.0
771,255,Smartphone,3,23.3
772,255,Mouse,4,83.32
773,256,Keyboard,3,23.02
774,257,Smartphone,2,79.08
775,257,Smartwatch,3,54.48
776,257,Mouse,4,64.16
777,258,Smartphone,2,44.49
778,258,Monitor,4,58.49
779,258,Mouse,5,58.26
780,259,Keyboard,1,62.29
781,259,Keyboard,5,62.01
782,260,Headphones,2,42.55
783,260,Tablet,1,42.62
784,261,Smartphone,1,15.36
785,261,Smartwatch,3,86.39
786,261,Smartphone,3,51.43
787,261,Monitor,4,31.82
788,262,Laptop,2,20.55
789,262,Smartphone,4,75.98
790,263,Smartwatch,1,73.13
791,263,Headphones,4,85.37
792,263,Smartphone,1,23.22
793,263,Smartphone,1,32.05
794,264,Keyboard,2,78.89
795,265,Smartphone,5,72.87
796,265,Charger,4,47.04
797,265,Smartwatch,4,80.33
798,265,Laptop,3,20.01
799,266,Laptop,5,77.6
800,267,Smartphone,1,45.68
801,267,Keyboard,4,59.87
802,267,Charger,5,55.17
803,267,Tablet,4,93.83
804,267,Charger,1,56.94
805,268,Tablet,4,65.71
806,268,Tablet,4,26.53
807,269,Headphones,4,52.97
808,269,Keyboard,4,24.83
809,269,Smartwatch,4,27.53
810,269,Headphones,1,17.0
811,269,Smartwatch,1,31.56
812,270,Monitor,1,15.88
813,270,Laptop,3,26.9
814,271,Laptop,2,34.23
815,271,Laptop,5,98.78
816,272,Laptop,1,38.31
817,272,Charger,1,98.25
818,272,Charger,4,55.02
819,272,Smartwatch,4,75.31
820,273,Headphones,3,46.66
821,273,Monitor,1,55.2
822,274,Laptop,5,81.65
823,274,Mouse,5,88.19
824,275,Charger,2,23.64
825,276,Headphones,1,95.75
826,276,Tablet,2,82.67
827,276,Smartphone,2,99.41
828,276,Monitor,5,99.31
829,277,Monitor,3,50.27
830,277,Smartphone,3,36.18
831,277,Keyboard,1,90.16
832,277,Keyboard,2,28.79
833,277,Headphones,2,61.02
834,278,Headphones,1,22.84
835,278,Charger,5,88.08
836,278,Headphones,4,18.47
837,278,Smartwatch,2,94.07
838,279,Headphones,3,61.89
839,279,Smartwatch,1,16.4
840,280,Charger,4,98.06
841,280,Mouse,2,94.58
842,280,Mouse,1,42.71
843,280,Charger,4,46.81
844,281,Smartphone,4,43.01
845,281,Smartwatch,3,17.51
846,281,Keyboard,5,50.51
847,281,Laptop,5,97.97
848,281,Laptop,2,72.98
849,282,Laptop,2,86.78
850,282,Charger,4,24.24
851,282,Keyboard,1,30.07
852,282,Mouse,1,41.4
853,282,Mouse,5,91.01
854,283,Headphones,1,26.22
855,283,Headphones,4,79.14
856,283,Tablet,4,39.58
857,283,Smartwatch,3,99.68
858,284,Tablet,4,20.29
859,284,Mouse,1,59.06
860,284,Mouse,2,67.62
861,284,Smartwatch,5,12.82
862,285,Keyboard,1,94.28
863,285,Smartwatch,4,98.07
864,285,Tablet,1,29.03
865,285,Laptop,4,34.29
866,285,Smartphone,1,22.76
867,286,Keyboard,1,36.85
868,286,Mouse,4,57.23
869,286,Charger,2,84.75
870,287,Keyboard,3,96.7
871,288,Smartphone,2,41.43
872,288,Keyboard,4,52.79
873,288,Smartphone,4,41.92
874,289,Keyboard,1,60.48
875,289,Tablet,1,75.05
876,289,Smartphone,3,69.77
877,289,Smartwatch,1,23.55
878,289,Mouse,2,54.95
879,290,Headphones,4,33.65
880,290,Laptop,4,94.9
881,290,Smartphone,4,67.5
882,291,Headphones,1,29.68
883,291,Tablet,4,72.68
884,291,Smartphone,5,43.98
885,291,Smartwatch,2,95.71
886,291,Laptop,3,83.24
887,292,Charger,3,55.19
888,293,Mouse,4,47.26
889,294,Smartwatch,5,48.33
890,294,Smartwatch,1,93.37
891,294,Mouse,4,43.58
892,295,Smartphone,5,49.23
893,295,Charger,4,67.07
894,295,Headphones,1,82.53
895,295,Headphones,1,68.47
896,295,Keyboard,1,54.68
897,296,Monitor,1,67.02
898,296,Monitor,5,82.53
899,296,Charger,4,29.07
900,296,Mouse,5,44.3
901,296,Tablet,4,95.55
902,297,Mouse,4,91.72
903,297,Keyboard,1,94.57
904,297,Tablet,5,35.52
905,298,Charger,4,70.6
906,298,Laptop,4,12.94
907,298,Laptop,2,81.15
