order_id,order_date,customer_id,total_amount,status
118,2024-04-21,903,80.96,Pending
119,2024-06-07,379,178.24,Completed
120,2024-01-13,854,294.45,Completed
121,2024-04-07,627,492.73,Cancelled
122,2024-08-16,542,53.52,Cancelled
123,2024-03-26,307,469.29,Pending
124,2024-01-13,962,445.16,Completed
125,2024-05-24,119,450.37,Cancelled
126,2024-09-01,567,119.95,Completed
127,2024-09-01,620,144.78,Completed
128,2023-12-03,209,359.37,Completed
129,2024-10-09,518,269.84,Pending
130,2024-05-11,95,335.43,Completed
131,2024-01-19,46,51.6,Pending
132,2024-08-12,653,490.91,Pending
133,2024-10-03,760,248.83,Cancelled
134,2024-03-22,438,302.41,Pending
135,2024-07-03,78,475.27,Cancelled
136,2024-05-30,926,117.07,Pending
137,2024-06-30,855,216.15,Cancelled
138,2023-12-08,152,243.4,Pending
139,2024-06-07,316,214.09,Pending
140,2024-01-25,921,211.01,Cancelled
141,2024-08-20,256,350.12,Completed
142,2024-02-04,799,301.95,Completed
143,2024-02-25,998,329.3,Pending
144,2024-02-14,948,468.45,Pending
145,2023-11-30,1000,409.95,Pending
146,2023-11-16,903,235.53,Pending
147,2024-03-22,755,466.02,Completed
148,2024-03-27,822,351.46,Cancelled
149,2024-04-29,831,161.68,Pending
150,2023-12-12,807,365.58,Completed
151,2024-05-26,894,67.43,Completed
152,2024-04-24,228,139.81,Completed
153,2024-06-17,359,187.34,Pending
154,2024-09-22,229,60.65,Pending
155,2024-08-11,409,197.72,Pending
156,2023-12-31,991,398.0,Completed
157,2024-09-29,657,279.23,Cancelled
158,2023-12-24,864,291.3,Pending
159,2024-09-20,119,444.67,Completed
160,2024-04-09,183,311.27,Completed
161,2023-10-22,40,98.78,Completed
162,2023-12-19,354,377.85,Completed
163,2023-12-01,447,322.79,Cancelled
164,2024-03-26,119,223.34,Cancelled
165,2024-01-26,195,164.63,Cancelled
166,2024-08-08,447,50.76,Cancelled
167,2024-05-18,704,373.74,Cancelled
168,2024-07-18,755,351.78,Completed
169,2024-10-11,442,81.49,Cancelled
170,2024-04-15,943,198.59,Completed
171,2024-07-30,680,431.61,Cancelled
172,2023-11-24,922,185.15,Completed
173,2023-12-04,683,233.78,Completed
174,2024-09-17,714,183.04,Pending
175,2023-10-29,197,239.2,Completed
176,2024-09-03,694,386.66,Pending
177,2024-03-31,631,306.1,Completed
178,2023-10-25,562,425.18,Completed
179,2024-07-09,294,144.58,Cancelled
180,2023-12-19,622,344.62,Completed
181,2023-11-13,453,248.97,Pending
182,2023-12-06,524,262.93,Cancelled
183,2024-05-02,174,346.48,Completed
184,2024-09-16,528,348.73,Cancelled
185,2024-05-08,344,92.02,Pending
186,2024-10-06,689,189.69,Pending
187,2024-03-14,151,60.99,Pending
188,2024-10-01,487,325.07,Pending
189,2024-03-28,467,236.5,Cancelled
190,2024-03-01,590,137.5,Cancelled
191,2023-12-04,394,272.47,Pending
192,2024-03-20,152,345.23,Pending
193,2024-07-12,915,387.93,Pending
194,2024-05-19,798,241.32,Pending
195,2024-01-17,824,481.08,Cancelled
196,2024-07-18,476,72.6,Pending
197,2024-02-06,940,431.75,Completed
198,2023-12-01,137,410.64,Cancelled
199,2024-02-23,544,494.55,Cancelled
200,2024-09-28,325,477.52,Completed
201,2024-08-31,628,416.75,Cancelled
202,2024-09-28,437,423.76,Cancelled
203,2024-02-23,457,453.74,Cancelled
204,2024-06-01,883,263.6,Completed
205,2024-06-08,770,161.26,Cancelled
206,2024-06-11,284,394.62,Cancelled
207,2023-11-26,497,332.04,Completed
208,2024-07-22,451,84.87,Completed
209,2023-11-02,241,172.27,Completed
210,2023-11-13,915,293.07,Pending
211,2024-07-28,155,154.07,Cancelled
212,2024-10-07,157,367.89,Pending
213,2024-03-01,425,233.42,Cancelled
214,2024-04-07,478,237.1,Pending
215,2024-10-03,853,239.06,Cancelled
216,2024-03-22,969,362.99,Cancelled
217,2024-06-16,390,264.64,Completed
218,2024-04-07,306,389.06,Completed
219,2024-07-29,552,386.38,Cancelled
220,2024-09-04,820,321.46,Pending
221,2024-04-02,500,148.74,Completed
222,2024-02-05,498,63.06,Completed
223,2024-08-05,685,355.61,Completed
224,2024-04-18,742,124.27,Completed
225,2024-07-13,942,107.43,Cancelled
226,2023-12-07,547,62.13,Completed
227,2024-07-26,607,303.98,Pending
228,2023-12-26,86,339.24,Pending
229,2024-07-23,888,257.76,Pending
230,2024-08-08,267,220.6,Pending
231,2024-05-31,466,197.08,Completed
232,2024-10-05,285,388.4,Completed
233,2024-08-29,259,425.71,Completed
234,2024-10-13,20,387.06,Pending
235,2024-04-30,975,207.48,Cancelled
236,2023-11-17,71,401.55,Cancelled
237,2023-12-14,42,389.4,Pending
238,2024-09-27,205,427.65,Cancelled
239,2023-10-19,157,157.35,Completed
240,2024-06-02,686,101.48,Pending
241,2024-06-02,477,364.76,Completed
242,2024-03-07,172,322.65,Cancelled
243,2024-07-03,736,101.54,Pending
244,2024-06-24,988,189.97,Cancelled
245,2024-04-09,27,468.0,Cancelled
246,2024-03-11,694,458.61,Completed
247,2024-02-17,407,473.66,Pending
248,2024-04-03,78,316.44,Cancelled
249,2023-12-23,249,95.86,Completed
250,2024-04-30,871,357.92,Pending
251,2024-07-22,816,492.73,Pending
252,2024-05-31,356,289.74,Cancelled
253,2024-02-01,380,81.03,Cancelled
254,2024-08-11,350,55.69,Completed
255,2023-11-22,843,270.59,Completed
256,2024-01-14,984,212.98,Completed
257,2024-02-08,725,118.85,Pending
258,2024-04-24,752,284.79,Cancelled
259,2024-02-25,277,327.16,Cancelled
260,2023-11-03,794,267.57,Completed
261,2024-05-22,846,378.96,Completed
262,2024-05-04,331,433.27,Pending
263,2024-09-28,286,446.73,Pending
264,2024-05-06,769,259.12,Cancelled
265,2024-05-28,685,220.55,Pending
266,2024-04-30,507,432.93,Pending
267,2024-09-07,500,145.45,Completed
268,2024-10-10,349,175.85,Cancelled
269,2024-03-29,719,446.05,Cancelled
270,2024-02-03,11,282.48,Pending
271,2024-02-18,88,158.61,Completed
272,2024-03-13,501,299.83,Pending
273,2024-02-16,708,264.24,Cancelled
274,2024-08-05,503,251.68,Pending
275,2023-12-24,96,182.41,Completed
276,2023-12-10,709,159.49,Cancelled
277,2023-11-01,596,216.06,Cancelled
278,2024-08-27,544,204.69,Cancelled
279,2024-07-27,564,198.86,Cancelled
280,2024-09-22,465,171.91,Completed
281,2024-07-25,237,104.3,Pending
282,2024-01-05,324,103.8,Cancelled
283,2024-03-31,974,392.99,Pending
284,2024-05-04,197,147.37,Completed
285,2024-02-01,284,376.06,Cancelled
286,2024-05-26,612,177.35,Pending
287,2024-09-21,853,137.35,Pending
288,2024-06-11,370,130.75,Pending
289,2024-02-15,726,290.36,Completed
290,2023-11-23,47,488.43,Cancelled
291,2024-02-27,300,363.84,Pending
292,2024-02-03,654,440.81,Completed
293,2023-12-19,106,442.72,Cancelled
294,2023-12-01,292,261.23,Completed
295,2024-02-04,349,132.96,Pending
296,2024-01-30,259,473.48,Completed
297,2024-04-21,117,419.95,Completed
298,2024-04-03,504,83.34,Cancelled
299,2024-01-10,703,74.12,Pending
300,2024-09-23,831,303.28,Completed
301,2023-12-20,88,497.26,Pending
302,2024-02-05,572,394.0,Cancelled
303,2024-10-14,611,405.83,Pending
304,2024-10-06,795,285.16,Completed
305,2024-01-24,931,249.22,Cancelled
306,2024-06-07,440,187.42,Cancelled
307,2024-08-03,62,324.33,Cancelled
308,2023-11-26,102,476.42,Pending
309,2024-10-09,641,144.96,Cancelled
310,2024-01-13,84,120.68,Pending
311,2024-06-30,566,83.78,Pending
312,2024-02-01,419,252.73,Cancelled
313,2023-12-09,482,181.07,Pending
314,2023-11-22,296,368.13,Cancelled
315,2024-01-04,881,254.31,Cancelled
316,2024-05-17,240,465.76,Cancelled
317,2024-09-05,604,347.53,Pending
318,2024-04-30,436,101.65,Pending
319,2024-08-04,664,117.05,Completed
320,2023-12-20,847,114.01,Pending
321,2023-10-26,170,406.68,Cancelled
322,2024-06-04,767,420.91,Completed
323,2024-09-30,450,105.96,Cancelled
324,2023-10-31,312,364.88,Completed
325,2024-09-25,513,292.99,Completed
326,2024-05-12,83,319.12,Completed
327,2024-05-11,753,195.04,Completed
328,2024-08-21,27,91.1,Cancelled
329,2023-12-30,857,437.23,Cancelled
330,2023-10-18,974,59.34,Cancelled
331,2024-04-22,842,171.28,Pending
332,2024-09-03,782,390.32,Completed
333,2024-08-30,532,343.18,Completed
334,2023-10-26,186,498.63,Completed
335,2024-03-07,651,416.41,Pending
336,2024-01-02,482,206.58,Completed
337,2024-02-02,329,351.56,Pending
338,2024-10-15,338,235.24,Completed
339,2024-05-24,296,348.16,Completed
340,2024-03-29,834,392.22,Pending
341,2024-07-26,466,89.63,Completed
342,2024-04-05,332,102.16,Completed
343,2024-05-05,886,281.57,Pending
344,2023-12-04,674,441.22,Completed
345,2024-09-02,424,74.39,Cancelled
346,2024-04-09,371,330.19,Completed
347,2024-02-07,641,248.92,Pending
348,2024-10-06,209,170.18,Pending
349,2023-11-27,950,179.61,Cancelled
350,2024-07-20,497,104.64,Cancelled
351,2024-07-16,624,409.69,Cancelled
352,2024-10-06,163,189.84,Pending
353,2024-09-08,566,233.6,Pending
354,2023-12-01,862,460.82,Completed
355,2024-04-05,970,102.86,Pending
356,2024-09-25,511,469.69,Completed
357,2024-03-31,522,367.44,Completed
358,2024-04-24,855,267.12,Completed
359,2024-01-26,250,255.55,Pending
360,2023-11-18,393,135.77,Cancelled
361,2024-09-15,521,385.83,Pending
362,2023-12-08,885,81.41,Completed
363,2024-02-01,349,470.41,Cancelled
364,2024-07-26,274,419.25,Completed
365,2024-07-01,744,184.35,Cancelled
366,2023-11-30,594,499.51,Completed
367,2024-03-01,887,116.87,Cancelled
368,2024-08-23,496,205.31,Cancelled
369,2023-11-15,782,294.54,Completed
370,2024-07-31,956,194.8,Pending
371,2024-08-19,715,157.46,Completed
372,2024-01-10,240,435.21,Completed
373,2024-07-24,45,193.18,Completed
374,2023-11-13,723,461.04,Completed
375,2024-02-20,396,494.79,Cancelled
376,2023-12-15,156,272.9,Pending
377,2024-04-29,130,276.03,Cancelled
378,2024-02-23,340,441.37,Completed
379,2024-01-31,103,286.68,Completed
380,2024-04-09,16,375.1,Completed
381,2024-06-16,892,344.65,Pending
382,2024-07-27,77,261.27,Completed
383,2024-05-02,347,330.47,Completed
384,2024-07-03,666,86.14,Completed
385,2024-08-12,873,353.46,Cancelled
386,2023-11-13,390,479.36,Cancelled
387,2024-07-16,736,449.35,Completed
388,2024-07-09,894,293.46,Cancelled
389,2024-02-15,71,155.65,Cancelled
390,2024-09-26,944,179.32,Pending
391,2024-10-09,765,90.67,Pending
392,2023-10-30,779,335.19,Pending
393,2024-04-01,455,124.86,Completed
394,2023-11-24,926,63.03,Completed
395,2024-10-12,816,75.25,Completed
396,2024-07-15,384,243.81,Pending
397,2024-08-19,544,235.42,Cancelled
398,2024-05-05,812,131.03,Pending
399,2024-02-16,81,324.27,Completed
400,2023-12-28,635,357.41,Completed
401,2024-09-06,935,312.42,Pending
402,2024-05-19,473,337.06,Completed
403,2024-06-28,262,350.08,Completed
404,2024-09-05,923,179.43,Cancelled
405,2024-09-20,162,83.24,Completed
406,2024-06-15,602,184.62,Completed
407,2023-10-29,707,162.54,Completed
408,2024-06-18,204,499.72,Completed
409,2024-06-15,110,156.74,Cancelled
410,2023-10-19,368,308.67,Cancelled
411,2024-01-19,303,59.87,Cancelled
412,2023-12-08,406,173.52,Cancelled
413,2024-05-30,886,358.61,Cancelled
414,2024-03-10,997,72.07,Cancelled
415,2024-09-18,764,273.53,Completed
416,2024-01-09,795,409.49,Cancelled
417,2024-07-03,822,208.54,Cancelled
418,2023-12-30,195,329.4,Cancelled
419,2024-01-27,774,374.42,Cancelled
420,2024-04-15,698,427.25,Cancelled
421,2023-12-13,100,456.53,Cancelled
422,2024-04-21,41,189.02,Completed
423,2024-08-27,35,310.81,Cancelled
424,2023-12-27,135,90.56,Completed
425,2024-07-26,335,386.37,Pending
426,2024-04-25,206,109.47,Cancelled
427,2024-02-02,898,487.17,Cancelled
428,2023-12-06,514,461.07,Pending
429,2024-01-01,264,461.32,Completed
430,2024-06-18,991,412.92,Cancelled
431,2024-09-20,892,202.42,Pending
432,2023-11-19,480,483.3,Pending
433,2024-05-03,773,484.93,Cancelled
434,2024-09-12,742,353.48,Completed
435,2024-07-22,991,430.59,Cancelled
436,2024-08-02,375,90.64,Completed
437,2024-01-07,15,169.01,Pending
438,2023-10-17,466,215.86,Cancelled
439,2024-04-01,689,167.97,Completed
440,2023-11-11,843,337.35,Completed
441,2024-04-23,111,353.68,Completed
442,2024-05-19,26,328.8,Cancelled
443,2024-06-09,336,461.87,Pending
444,2024-01-04,664,78.45,Completed
445,2024-07-17,932,365.48,Cancelled
446,2023-12-24,419,102.5,Pending
447,2023-10-31,969,66.75,Completed
448,2024-03-26,119,93.74,Cancelled
449,2024-07-09,139,224.89,Completed
450,2024-01-26,687,477.22,Cancelled
451,2024-06-10,969,293.09,Cancelled
452,2024-03-11,761,376.97,Completed
453,2024-06-17,671,94.56,Completed
454,2024-05-29,631,233.65,Completed
455,2024-01-15,34,360.63,Pending
456,2024-06-19,455,250.11,Pending
457,2024-02-28,876,213.21,Cancelled
458,2024-04-21,377,295.01,Cancelled
459,2024-05-09,368,77.25,Completed
460,2024-06-27,195,485.69,Completed
461,2023-12-24,94,348.25,Cancelled
462,2024-09-20,655,318.72,Pending
463,2024-02-09,52,404.06,Pending
464,2024-09-06,129,404.14,Pending
465,2024-01-14,71,423.42,Cancelled
466,2024-09-19,213,313.87,Pending
467,2024-02-06,337,398.47,Cancelled
468,2024-07-01,3,174.77,Pending
469,2024-04-21,134,293.1,Pending
470,2024-04-23,113,347.48,Pending
471,2024-08-20,135,56.69,Pending
472,2024-06-16,603,195.7,Pending
473,2024-03-16,272,73.58,Cancelled
474,2024-06-04,432,286.74,Cancelled
475,2024-03-02,66,264.31,Completed
476,2024-05-14,526,317.15,Completed
477,2024-04-19,516,149.7,Cancelled
478,2024-02-07,45,377.26,Cancelled
479,2023-11-22,534,185.73,Cancelled
480,2024-01-09,988,64.02,Completed
481,2023-11-28,868,230.73,Cancelled
482,2024-09-22,111,270.62,Completed
483,2024-09-28,76,454.67,Completed
484,2024-08-04,623,116.75,Pending
485,2024-08-07,282,330.94,Cancelled
486,2024-02-04,562,370.47,Completed
487,2024-03-26,612,288.75,Completed
488,2024-04-06,518,322.44,Pending
489,2024-02-19,813,365.8,Cancelled
490,2024-01-20,667,444.97,Cancelled
491,2024-06-29,739,439.47,Completed
492,2024-03-29,463,449.64,Completed
493,2023-11-29,348,422.34,Completed
494,2023-12-23,426,378.33,Completed
495,2024-04-13,438,190.64,Completed
496,2024-02-16,384,479.12,Cancelled
497,2024-06-28,946,263.42,Pending
498,2023-11-29,852,88.41,Completed
499,2024-02-27,99,385.07,Completed
500,2024-07-12,832,108.55,Pending
501,2024-03-18,601,480.48,Cancelled
502,2024-07-15,338,351.51,Completed
503,2023-12-04,363,443.12,Completed
504,2024-08-11,889,462.13,Pending
505,2024-09-22,992,179.43,Completed
506,2024-04-20,361,96.62,Cancelled
507,2024-09-06,218,119.63,Completed
508,2024-08-23,230,431.27,Completed
509,2024-09-15,866,300.32,Pending
510,2024-04-22,781,175.36,Pending
511,2024-06-05,827,243.1,Cancelled
512,2024-03-24,998,395.34,Cancelled
513,2024-07-08,629,353.74,Cancelled
514,2024-01-15,27,324.05,Cancelled
515,2023-10-27,850,362.06,Pending
516,2024-02-05,185,172.97,Completed
517,2024-01-28,944,202.92,Pending
518,2024-04-30,186,441.44,Cancelled
519,2024-01-07,674,230.35,Pending
520,2024-09-25,759,334.93,Pending
521,2024-09-10,94,385.75,Pending
522,2024-08-15,386,238.92,Completed
523,2024-03-22,162,216.52,Cancelled
524,2023-11-08,333,399.58,Cancelled
525,2024-05-21,611,88.23,Pending
526,2024-08-10,160,120.83,Cancelled
527,2024-02-18,51,353.29,Completed
528,2024-01-25,454,347.87,Completed
529,2024-07-04,622,248.92,Completed
530,2024-02-16,221,389.72,Pending
531,2024-03-23,354,243.46,Completed
532,2024-03-15,695,355.32,Completed
533,2024-08-25,540,350.21,Pending
534,2024-04-04,226,227.87,Cancelled
535,2024-03-29,57,53.46,Completed
536,2024-03-18,969,145.06,Pending
537,2024-01-25,783,164.98,Completed
538,2024-10-04,123,53.48,Cancelled
539,2023-11-06,441,129.06,Completed
540,2024-01-28,546,366.65,Cancelled
541,2024-04-21,573,425.01,Completed
542,2024-07-24,74,228.68,Cancelled
543,2024-01-09,44,246.3,Completed
544,2024-02-24,944,85.04,Completed
545,2024-06-19,590,243.18,Completed
546,2024-08-28,727,338.06,Completed
547,2023-11-02,118,232.26,Completed
548,2024-02-12,176,410.59,Cancelled
549,2024-04-06,472,424.41,Completed
550,2024-03-23,91,246.52,Pending
551,2024-01-09,250,246.05,Completed
552,2024-05-25,537,85.39,Completed
553,2024-09-20,764,202.78,Completed
554,2023-12-19,798,125.66,Cancelled
555,2024-05-11,649,101.31,Cancelled
556,2024-01-04,199,457.67,Completed
557,2024-08-13,360,377.32,Cancelled
558,2024-06-14,835,116.46,Pending
559,2023-11-27,150,165.19,Pending
560,2024-06-10,617,118.79,Cancelled
561,2024-06-09,78,129.72,Cancelled
562,2024-02-21,506,258.78,Cancelled
563,2023-12-05,779,310.76,Cancelled
564,2024-06-06,947,446.92,Cancelled
565,2024-05-12,651,493.94,Completed
566,2023-10-23,885,486.94,Completed
567,2024-07-22,155,247.89,Completed
568,2023-10-24,453,334.12,Completed
569,2024-08-22,606,75.28,Cancelled
570,2024-03-11,76,189.68,Completed
571,2023-11-20,39,75.6,Completed
572,2024-08-14,79,340.1,Pending
573,2024-07-15,630,317.34,Completed
574,2024-02-22,474,311.15,Cancelled
575,2024-10-04,918,68.46,Cancelled
576,2024-02-29,668,134.71,Cancelled
577,2024-08-08,488,275.62,Pending
578,2024-08-08,462,96.58,Completed
579,2024-05-17,732,87.95,Cancelled
580,2023-11-09,177,67.61,Cancelled
581,2024-06-26,449,495.94,Cancelled
582,2023-11-04,536,324.41,Completed
583,2024-05-04,382,463.07,Completed
584,2024-01-05,419,398.51,Cancelled
585,2024-03-04,613,73.56,Cancelled
586,2024-05-10,663,200.59,Completed
587,2024-01-01,97,301.08,Completed
588,2023-12-15,291,163.4,Cancelled
589,2024-09-05,988,457.85,Pending
590,2024-05-11,342,86.68,Cancelled
591,2024-03-17,145,462.54,Completed
592,2024-09-13,991,345.22,Cancelled
593,2024-07-20,402,108.03,Cancelled
594,2024-01-13,961,88.12,Cancelled
595,2024-02-05,386,339.57,Completed
596,2024-08-22,833,107.51,Cancelled
597,2023-12-17,849,476.2,Cancelled
598,2024-10-03,935,286.88,Cancelled
599,2024-03-09,687,240.53,Completed
600,2024-02-21,19,213.17,Pending
601,2024-03-24,974,146.39,Completed
602,2024-01-07,197,151.94,Pending
603,2024-05-17,159,84.72,Pending
604,2024-07-26,520,396.89,Cancelled
605,2024-01-20,905,286.94,Cancelled
606,2024-10-15,345,444.38,Cancelled
607,2023-10-21,135,318.76,Pending
608,2023-10-30,167,131.38,Cancelled
609,2024-09-08,790,331.13,Pending
610,2023-10-23,739,246.95,Completed
611,2024-08-04,374,354.36,Pending
612,2024-10-15,993,249.89,Completed
613,2024-05-07,771,386.84,Completed
614,2023-11-24,240,290.31,Completed
615,2024-04-27,989,413.88,Completed
616,2024-03-18,926,425.8,Completed
617,2024-08-18,695,476.21,Completed
618,2024-04-21,473,396.25,Completed
619,2023-11-01,515,287.36,Pending
620,2023-12-15,837,139.86,Cancelled
621,2024-02-02,142,442.85,Pending
622,2024-02-10,657,266.27,Completed
623,2023-10-25,568,470.43,Cancelled
624,2024-01-13,867,282.16,Pending
625,2024-06-17,292,87.74,Pending
626,2024-08-10,280,252.19,Cancelled
627,2024-07-09,151,423.97,Pending
628,2024-01-20,970,459.73,Completed
629,2023-10-29,906,207.31,Pending
630,2024-01-29,425,73.97,Cancelled
631,2024-08-02,383,156.1,Pending
632,2023-12-03,384,151.04,Completed
633,2024-08-26,954,94.59,Cancelled
634,2024-08-15,666,200.88,Pending
635,2024-03-10,141,67.24,Completed
636,2024-06-26,713,424.0,Cancelled
637,2024-03-19,481,251.87,Pending
638,2023-12-05,928,85.65,Completed
639,2024-08-28,221,425.73,Cancelled
640,2024-07-29,963,377.26,Cancelled
641,2024-09-20,434,100.03,Completed
642,2024-01-28,244,185.52,Pending
643,2024-09-14,245,238.92,Cancelled
644,2023-11-17,469,78.26,Completed
645,2023-11-14,612,291.22,Cancelled
646,2023-11-13,528,308.77,Cancelled
647,2024-04-28,148,181.07,Pending
648,2024-07-22,630,208.77,Cancelled
649,2024-07-15,427,134.29,Cancelled
650,2024-08-07,88,285.57,Completed
651,2024-07-26,70,479.03,Cancelled
652,2024-03-25,520,403.89,Cancelled
653,2023-10-23,568,59.15,Completed
654,2023-10-21,45,336.05,Completed
655,2024-07-30,260,386.29,Completed
656,2024-09-02,808,80.4,Pending
657,2024-05-13,751,345.7,Pending
658,2024-06-06,791,311.86,Completed
659,2024-10-06,137,69.95,Cancelled
660,2023-12-13,347,416.08,Pending
661,2023-11-22,851,400.61,Completed
662,2024-07-27,713,265.34,Pending
663,2024-05-31,831,110.68,Cancelled
664,2024-08-18,795,474.62,Pending
665,2024-03-15,301,140.72,Pending
666,2023-12-30,908,68.86,Completed
667,2024-09-02,528,229.2,Cancelled
668,2024-06-07,485,163.99,Cancelled
669,2024-09-13,196,178.75,Pending
670,2024-02-14,887,345.08,Completed
671,2024-08-15,128,409.7,Completed
672,2024-02-18,911,230.01,Completed
673,2024-03-29,917,480.42,Completed
674,2024-05-01,998,134.07,Cancelled
675,2024-07-30,510,215.31,Cancelled
676,2023-10-25,274,410.52,Cancelled
677,2024-02-10,435,85.52,Cancelled
678,2024-01-30,843,131.21,Completed
679,2024-04-11,329,96.17,Completed
680,2024-01-02,677,183.04,Completed
681,2023-11-23,618,372.95,Pending
682,2024-01-26,707,249.76,Completed
683,2024-06-26,44,377.07,Completed
684,2024-05-26,630,499.17,Completed
685,2024-04-16,655,491.01,Pending
686,2024-03-10,77,352.03,Completed
687,2024-02-06,373,280.89,Cancelled
688,2024-03-30,696,121.99,Pending
689,2023-11-21,147,431.9,Cancelled
690,2024-01-10,801,247.18,Pending
691,2024-03-21,69,156.2,Cancelled
692,2024-05-20,376,212.97,Cancelled
693,2024-02-01,34,322.29,Cancelled
694,2024-04-20,461,476.97,Completed
695,2024-02-03,455,393.39,Cancelled
696,2024-10-02,141,288.26,Completed
697,2024-07-14,322,342.3,Pending
698,2024-05-10,984,101.05,Cancelled
699,2024-04-29,191,274.57,Completed
700,2024-01-18,936,302.75,Completed
701,2024-03-12,794,167.13,Completed
702,2023-10-22,220,498.36,Completed
703,2024-04-26,711,462.42,Completed
704,2024-07-24,205,105.19,Pending
705,2024-03-16,463,127.7,Cancelled
706,2024-03-08,456,498.77,Cancelled
707,2024-08-07,991,430.48,Completed
